"Age","kmDriven","Transmission","Owner","FuelType","AskPrice","LogAskPrice","isLuxury","kmPerYear","Brand_model"
6,40000,1,2,3,1150000,13.9552725003394,0,6666.66666666667,130
6,88250,2,1,1,825000,13.6231386653168,0,14708.3333333333,104
8,74156,2,2,2,295000,12.594730635322,0,9269.5,103
13,90000,2,2,2,295000,12.594730635322,0,6923.07692307692,362
15,38000,1,2,3,2800000,14.8451299751454,0,2533.33333333333,375
2,38000,2,1,3,490000,13.1021606700868,0,19000,206
1,4431,2,1,3,1090000,13.9016882542053,0,4431,104
7,85000,2,2,2,340000,12.7367008965923,0,12142.8571428571,227
18,80000,2,2,2,110000,11.6082356447746,1,4444.44444444444,63
9,74000,2,2,1,649000,13.3831879956862,0,8222.22222222222,90
3,7500,1,1,1,3310000,15.0124587473532,0,2500,366
12,65000,2,2,1,680000,13.4298480771523,0,5416.66666666667,365
9,1000,1,1,2,150000,11.9183905730784,0,111.111111111111,219
4,66658,2,1,1,1695000,14.3431932987967,0,16664.5,121
15,72000,2,2,3,129999,11.7752820371004,0,4800,229
13,75000,1,1,2,250000,12.4292161968444,0,5769.23076923077,358
8,70000,2,1,3,269000,12.502466658584,0,8750,157
14,86000,1,2,2,180000,12.1007121298723,0,6142.85714285714,103
2,23000,2,1,3,698000,13.4559743817445,0,11500,218
5,54000,2,1,3,645000,13.3770055957779,0,10800,284
10,68000,1,1,2,585000,13.279367126214,0,6800,358
5,6585,2,1,3,3e+05,12.6115377536383,0,1317,81
0,3500,2,1,2,7e+05,13.4588356140255,0,Inf,89
6,53000,1,2,2,375000,12.8346813049525,0,8833.33333333333,306
9,72000,1,2,1,474000,13.0689626006772,0,8000,319
14,87000,2,2,2,95000,11.4616321705827,0,6214.28571428571,186
12,149728.625,2,2,3,3e+05,12.6115377536383,0,12477.3854166667,219
3,6000,1,1,1,4650000,15.3523777775635,1,2000,243
4,18000,1,1,3,950000,13.7642172635767,0,4500,116
13,90000,1,2,2,240000,12.3883942023241,0,6923.07692307692,222
9,61000,1,1,2,530000,13.1806322855283,0,6777.77777777778,74
8,35000,1,2,3,4850000,15.3944892629137,1,4375,240
11,149728.625,2,2,3,320000,12.6760762747759,0,13611.6931818182,218
4,50000,1,1,1,1350000,14.1156151504146,0,12500,135
9,49000,1,2,3,6800000,15.7324331701463,1,5444.44444444444,31
3,65000,2,1,2,450000,13.0170028617465,0,21666.6666666667,226
7,22000,1,1,3,18500000,16.7332812900486,1,3142.85714285714,14
4,75000,2,2,2,411000,12.9263484934784,0,18750,198
7,63000,2,1,2,345000,12.7512996960135,0,9000,227
3,19000,1,2,3,1180000,13.9810249964418,0,6333.33333333333,382
11,28001,2,1,1,575000,13.2621253197795,0,2545.54545454545,358
10,77000,1,1,3,260000,12.4684369099977,0,7700,193
10,84000,1,2,1,850000,13.6529916284665,1,8400,10
6,70000,2,2,2,395000,12.8866410438833,0,11666.6666666667,193
5,32500,2,2,2,725000,13.4939269338368,0,6500,74
12,67000,2,2,2,240000,12.3883942023241,0,5583.33333333333,227
9,120000,2,2,1,560000,13.2356920627113,0,13333.3333333333,44
5,60000,1,1,1,1900000,14.4573644441367,0,12000,150
8,64000,2,2,2,285000,12.5602444592508,0,8000,72
9,64000,2,1,2,435000,12.9831013100708,0,7111.11111111111,198
15,128000,1,1,2,60000,11.0020998412042,0,8533.33333333333,112
4,6000,2,1,3,550000,13.2176735572087,0,1500,226
7,58000,2,1,1,651000,13.3862649211907,0,8285.71428571429,190
3,63000,1,1,1,1550000,14.2537654888954,0,21000,90
11,72000,2,2,2,235000,12.3673407931263,0,6545.45454545455,212
10,128000,2,2,1,378000,12.8426494746017,0,12800,303
9,145500,2,1,1,1240000,14.0306219375812,0,16166.6666666667,365
5,90000,2,2,3,325000,12.6915804613119,0,18000,306
5,40000,1,1,1,6900000,15.7470319695675,1,8000,394
6,56000,2,1,3,260000,12.4684369099977,0,9333.33333333333,349
8,78000,1,2,1,585000,13.279367126214,0,9750,172
13,96500,1,2,1,580000,13.2707833825226,1,7423.07692307692,244
11,87000,2,2,1,435000,12.9831013100708,0,7909.09090909091,303
9,87000,2,2,1,550000,13.2176735572087,0,9666.66666666667,190
10,51000,2,2,3,370000,12.8212582846204,0,5100,193
6,120000,2,1,2,726000,13.4953052938069,0,20000,90
11,64000,1,2,3,329000,12.7038130297475,0,5818.18181818182,103
14,149728.625,1,2,1,650000,13.3847276418718,1,10694.9017857143,17
16,82000,1,2,3,180000,12.1007121298723,0,5125,187
3,67000,2,1,1,890000,13.6989767417083,0,22333.3333333333,339
6,50000,1,1,2,250000,12.4292161968444,0,8333.33333333333,212
7,71000,2,1,3,245000,12.4090134895269,0,10142.8571428571,306
10,95000,2,1,1,695000,13.4516671245469,0,9500,360
9,85000,2,1,3,450000,13.0170028617465,0,9444.44444444445,226
11,102091,1,2,2,3e+05,12.6115377536383,0,9281,103
10,76000,1,2,1,465000,13.0497926845695,0,7600,118
2,19300,2,1,2,684000,13.4357131966047,0,9650,349
14,63000,2,1,3,210000,12.2548628096996,0,4500,227
5,89500,1,2,1,669300,13.4139876690887,0,17900,224
9,98000,2,1,3,498888,13.1201369006434,0,10888.8888888889,358
15,68000,1,1,2,315000,12.6603279178078,0,4533.33333333333,74
14,21000,2,2,2,199000,12.2010601037066,0,1500,223
7,129000,2,1,1,725000,13.4939269338368,0,18428.5714285714,154
13,53000,1,2,1,295000,12.594730635322,0,4076.92307692308,36
13,45000,2,2,2,120000,11.6952470217642,0,3461.53846153846,232
4,90000,2,1,1,1375000,14.1339642890828,0,22500,268
14,45000,2,2,3,165000,12.0137007528827,0,3214.28571428571,314
4,16330,1,1,3,575000,13.2621253197795,0,4082.5,286
9,81000,2,2,3,210000,12.2548628096996,0,9000,94
9,50000,2,2,1,650000,13.3847276418718,0,5555.55555555556,380
3,25000,1,2,1,2395000,14.6888937888272,0,8333.33333333333,134
11,85000,1,2,1,1150000,13.9552725003394,1,7727.27272727273,262
15,31000,1,2,1,105000,11.5617156291397,0,2066.66666666667,331
10,149728.625,2,1,1,850000,13.6529916284665,0,14972.8625,178
17,135767,2,1,3,150000,11.9183905730784,0,7986.29411764706,218
2,38000,2,1,2,1100000,13.9108207377686,0,19000,199
1,25000,1,1,1,12500000,16.3412392022725,1,25000,260
6,78000,2,1,1,750000,13.5278284855125,0,13000,224
13,90450,1,2,2,85000,11.3504065354725,0,6957.69230769231,43
7,56500,2,2,1,488000,13.0980706848353,1,8071.42857142857,66
9,149728.625,1,1,2,330000,12.7068479334427,0,16636.5138888889,198
7,66000,1,2,2,270000,12.5061772379805,0,9428.57142857143,157
4,93000,2,1,2,575000,13.2621253197795,0,23250,198
5,53000,2,1,1,1650000,14.3162858458768,0,10600,366
6,59000,2,1,2,390000,12.8739020181058,0,9833.33333333333,198
9,53000,2,2,2,210000,12.2548628096996,0,5888.88888888889,306
11,53416,2,2,3,285000,12.5602444592508,0,4856,103
0,1900,1,1,2,2125000,14.5692823603407,0,Inf,371
15,77000,1,2,2,290000,12.5776362019627,0,5133.33333333333,74
7,49000,2,1,2,391000,12.8764628389675,0,7000,100
10,96000,1,1,1,850000,13.6529916284665,0,9600,321
6,149728.625,1,1,1,2475000,14.7217509539849,1,24954.7708333333,395
11,21000,2,1,3,195000,12.1807548375459,0,1909.09090909091,34
6,82502,2,1,3,7e+05,13.4588356140255,0,13750.3333333333,73
6,67000,2,1,2,388888,12.8710466634065,0,11166.6666666667,157
7,105000,2,2,1,649000,13.3831879956862,1,15000,61
13,40000,2,2,3,211000,12.2596134124582,0,3076.92307692308,186
9,58122,2,2,3,280000,12.5425448821514,0,6458,94
2,23000,1,2,3,2290000,14.6440623755304,0,11500,318
8,71000,1,1,3,675000,13.4224679698547,0,8875,74
6,51000,2,2,2,395000,12.8866410438833,0,8500,226
7,69000,2,1,1,685000,13.4371741172444,0,9857.14285714286,221
6,46300,2,2,1,990000,13.8054602221108,0,7716.66666666667,130
7,38000,2,1,3,530000,13.1806322855283,0,5428.57142857143,219
16,119000,1,2,2,145800,11.8899910985567,0,7437.5,76
7,57000,1,2,1,3050000,14.9306521485836,1,8142.85714285714,257
4,50000,1,2,1,1560000,14.2601963792257,0,12500,150
7,118000,1,2,1,699000,13.4574060212159,0,16857.1428571429,178
2,23000,1,1,3,1150000,13.9552725003394,0,11500,136
11,113000,2,1,1,299000,12.6081988523728,0,10272.7272727273,380
5,43000,2,2,2,750000,13.5278284855125,0,8600,74
21,65804,2,2,2,50000,10.8197782844103,0,3133.52380952381,111
14,77000,2,2,2,145000,11.8844890214027,0,5500,86
5,60000,1,2,1,2350000,14.6699258861203,1,12000,8
11,132000,2,2,1,693999,13.4502257985657,0,12000,365
13,81000,2,2,2,165000,12.0137007528827,0,6230.76923076923,185
18,50000,2,2,3,75000,11.2252433925184,0,2777.77777777778,111
8,144,2,2,1,565000,13.2445810101286,0,18,380
5,55000,2,2,2,480000,13.0815413828841,0,11000,339
3,90000,2,1,2,565000,13.2445810101286,0,30000,227
5,30000,1,1,1,4900000,15.4047457630809,1,6000,257
12,149728.625,1,2,1,350000,12.7656884334656,0,12477.3854166667,36
7,68000,1,2,1,1260000,14.0466222789277,0,9714.28571428571,366
12,80000,2,1,1,325000,12.6915804613119,0,6666.66666666667,314
12,35000,1,2,1,1250000,14.0386541092785,1,2916.66666666667,17
9,81000,2,1,1,650000,13.3847276418718,0,9000,165
9,72000,1,2,1,1221000,14.0151807530928,1,8000,6
8,55000,2,1,2,450000,13.0170028617465,0,6875,104
7,130000,1,2,1,799000,13.5911162247484,0,18571.4285714286,118
13,95500,2,2,3,190000,12.1547793511426,0,7346.15384615385,187
5,54000,2,1,2,971000,13.7860817472735,0,10800,199
11,67100,1,2,3,511000,13.1441248691858,0,6100,70
10,116000,2,2,1,650000,13.3847276418718,0,11600,74
4,142000,1,2,2,320000,12.6760762747759,0,35500,194
8,149728.625,2,2,1,450000,13.0170028617465,0,18716.078125,307
8,88000,2,2,1,665000,13.407542319638,0,11000,224
2,33000,2,1,1,1450000,14.1870741143968,0,16500,327
14,86000,1,2,1,1025000,13.8402031705546,1,6142.85714285714,24
2,30500,2,1,2,580000,13.2707833825226,0,15250,226
12,65165,2,2,2,155000,11.9511803959014,0,5430.41666666667,112
10,97694,2,2,2,665000,13.407542319638,0,9769.4,199
25,30000,1,1,3,2100000,14.5574479026937,0,1200,368
3,40000,2,1,3,7e+05,13.4588356140255,0,13333.3333333333,89
10,80000,1,2,3,355000,12.7798730684576,0,8000,104
5,46000,1,1,2,1250000,14.0386541092785,0,9200,268
16,119000,1,2,2,145000,11.8844890214027,0,7437.5,76
10,85000,1,2,3,250000,12.4292161968444,0,8500,354
5,49500,2,1,1,899000,13.7090383134538,0,9900,74
0,8254,2,1,3,825000,13.6231386653168,0,Inf,203
12,135000,1,1,1,750000,13.5278284855125,1,11250,17
11,120000,1,2,1,240000,12.3883942023241,0,10909.0909090909,322
6,53300,1,2,2,525111,13.1713649477973,0,8883.33333333333,100
8,55000,2,2,1,720000,13.4870064909922,0,6875,167
14,65000,1,1,2,180000,12.1007121298723,0,4642.85714285714,81
8,56000,2,2,3,240000,12.3883942023241,0,7000,94
11,105000,1,2,1,461000,13.0411533219788,0,9545.45454545455,164
12,134000,2,1,3,320000,12.6760762747759,0,11166.6666666667,226
0,6500,1,1,2,4050000,15.2142274390827,0,Inf,356
6,90000,2,2,2,621000,13.3390863609156,0,15000,219
7,42000,1,1,2,385000,12.8609986132699,0,6000,227
8,44103,1,2,3,465000,13.0497926845695,0,5512.875,103
13,69000,2,1,3,245000,12.4090134895269,0,5307.69230769231,198
8,123913,2,2,2,333333,12.7168972692957,0,15489.125,119
15,58000,1,2,2,2e+05,12.2060726455302,0,3866.66666666667,219
10,35188,2,1,2,365000,12.8076526325646,0,3518.8,226
3,34000,1,1,3,790000,13.5797882244432,0,11333.3333333333,81
2,12214,1,1,3,953000,13.7673701826363,0,6107,108
14,36836,1,1,3,240000,12.3883942023241,0,2631.14285714286,226
7,54000,1,2,3,715000,13.4800378216761,0,7714.28571428571,74
10,89000,2,2,1,510000,13.1421660047005,0,8900,218
9,77000,1,2,3,595000,13.2963166845278,0,8555.55555555555,74
9,149728.625,2,2,1,310000,12.6443275764613,0,16636.5138888889,180
5,42000,1,1,2,415000,12.9360337992128,0,8400,226
4,28000,2,1,3,445000,13.0058295611484,0,7000,216
10,85000,2,1,1,365000,12.8076526325646,0,8500,218
13,130000,1,2,3,250000,12.4292161968444,0,10000,282
5,22000,1,2,3,7200000,15.7895915839863,0,4400,325
10,80000,1,2,3,350000,12.7656884334656,0,8000,103
7,75000,2,2,3,450000,13.0170028617465,0,10714.2857142857,219
11,76000,1,1,2,450000,13.0170028617465,0,6909.09090909091,358
12,45000,1,1,3,2300000,14.6484196808994,0,3750,359
7,39000,1,1,3,270000,12.5061772379805,0,5571.42857142857,306
10,110000,2,1,1,875000,13.6819791653398,0,11000,178
15,66000,1,2,3,275000,12.5245263766487,0,4400,103
7,59968,2,1,3,385000,12.8609986132699,0,8566.85714285714,193
4,44000,1,1,1,7174999,15.7861131802371,1,11000,12
6,51000,1,1,2,365000,12.8076526325646,0,8500,198
5,47000,2,1,2,575000,13.2621253197795,0,9400,104
3,24000,1,1,1,3150000,14.9629130108018,0,8000,366
1,20000,1,1,2,4e+05,12.8992198260901,0,20000,182
7,71000,1,1,2,725000,13.4939269338368,0,10142.8571428571,74
20,70000,2,2,3,68000,11.1272629841582,0,3500,294
16,105000,2,2,3,249000,12.4252081754468,0,6562.5,103
2,40000,2,2,3,1199900,13.9977487779525,0,20000,387
15,95000,2,2,1,150000,11.9183905730784,1,6333.33333333333,68
10,64000,1,2,1,1474000,14.2034903517314,1,6400,243
6,85000,1,1,1,1690000,14.3402390868993,0,14166.6666666667,366
8,58000,2,1,2,575000,13.2621253197795,0,7250,196
1,24600,1,1,3,1599000,14.2848889918161,0,24600,118
12,95000,2,2,3,351000,12.768541502448,0,7916.66666666667,104
2,52000,1,2,1,3800000,15.1505116246966,0,26000,267
2,20000,1,1,3,1100000,13.9108207377686,0,10000,320
6,52536,1,2,2,780000,13.5670491986658,0,8756,118
8,38000,1,2,3,750000,13.5278284855125,0,4750,73
5,52400,2,2,3,540000,13.1993244185405,0,10480,71
4,22000,2,2,1,2300000,14.6484196808994,0,5500,366
11,58000,1,2,1,2399000,14.6905625418218,1,5272.72727272727,17
12,1e+05,2,2,1,375000,12.8346813049525,0,8333.33333333333,386
7,26000,2,1,3,585000,13.279367126214,0,3714.28571428571,93
4,149728.625,2,1,2,720000,13.4870064909922,0,37432.15625,199
6,71767,1,1,2,3275000,15.0018284270515,1,11961.1666666667,148
6,82886,1,1,1,785000,13.5734389967645,0,13814.3333333333,380
7,90000,2,1,1,650000,13.3847276418718,0,12857.1428571429,190
0,3500,1,1,2,820000,13.6170596192404,0,Inf,349
12,98580,2,1,1,260000,12.4684369099977,0,8215,199
6,52000,1,2,2,590000,13.2878778158819,0,8666.66666666667,71
4,64000,1,2,2,550000,13.2176735572087,0,16000,71
7,31235,1,1,2,555000,13.2267233927286,0,4462.14285714286,190
11,82743,2,1,3,215000,12.2783933071098,0,7522.09090909091,186
9,83000,1,2,3,560000,13.2356920627113,0,9222.22222222222,76
10,17000,1,2,3,345000,12.7512996960135,0,1700,193
14,80000,1,2,1,933000,13.7461604798295,1,5714.28571428571,21
8,135000,2,2,1,299000,12.6081988523728,0,16875,213
2,32000,1,1,2,1825000,14.4170905449987,0,16000,75
6,11000,1,2,3,378000,12.8426494746017,0,1833.33333333333,189
7,53000,2,1,2,595000,13.2963166845278,0,7571.42857142857,190
3,89000,1,1,1,1665000,14.3253356813967,0,29666.6666666667,135
9,75000,2,2,2,299999,12.6115344202994,0,8333.33333333333,226
4,74000,1,1,1,1499999,14.2209749994056,0,18500,90
2,3350,2,2,3,390000,12.8739020181058,0,1675,186
6,80000,1,2,1,760000,13.5410737122625,0,13333.3333333333,339
6,90000,2,1,1,830000,13.6291809797728,0,15000,360
7,43000,2,1,2,375000,12.8346813049525,0,6142.85714285714,193
3,16,2,1,3,8e+05,13.5923670066501,0,5.33333333333333,135
6,87695,2,1,1,799999,13.5923657566493,0,14615.8333333333,90
5,59000,2,1,2,475000,13.0710700830168,0,11800,195
6,21000,1,1,3,465000,13.0497926845695,0,3500,100
5,30700,1,1,1,2390000,14.6868039239077,0,6140,150
7,69000,2,1,3,470000,13.0604879736862,0,9857.14285714286,105
14,1e+05,2,2,3,225000,12.3238556811866,0,7142.85714285714,185
8,117592,2,1,3,550000,13.2176735572087,0,14699,218
8,112000,2,1,1,760000,13.5410737122625,0,14000,151
11,111519,2,2,1,185000,12.1281111040605,0,10138.0909090909,290
2,42000,2,1,2,575000,13.2621253197795,0,21000,226
3,83000,2,1,1,1290000,14.0701527763379,0,27666.6666666667,90
5,82123,1,1,2,455000,13.0280526979331,0,16424.6,206
6,106901,1,1,1,725000,13.4939269338368,0,17816.8333333333,374
9,68000,2,2,2,275000,12.5245263766487,0,7555.55555555556,187
6,25193,2,1,3,370000,12.8212582846204,0,4198.83333333333,193
9,61479,1,1,3,365000,12.8076526325646,0,6831,193
9,69000,2,2,3,440000,12.9945300058944,0,7666.66666666667,100
3,31000,2,2,2,650000,13.3847276418718,0,10333.3333333333,339
10,149728.625,2,2,1,570000,13.2533916398107,0,14972.8625,292
13,82000,2,1,3,240000,12.3883942023241,0,6307.69230769231,104
8,80000,2,1,3,505000,13.1323137082575,0,10000,104
6,95000,2,1,1,875000,13.6819791653398,0,15833.3333333333,159
12,1e+05,1,2,1,950000,13.7642172635767,1,8333.33333333333,27
11,16,2,1,1,250000,12.4292161968444,0,1.45454545454545,180
8,63000,2,2,1,410000,12.9239124386805,0,7875,50
0,10000,1,1,2,830000,13.6291809797728,0,Inf,227
7,1e+05,2,1,3,2e+05,12.2060726455302,0,14285.7142857143,306
13,33000,2,2,3,220000,12.3013828253345,0,2538.46153846154,94
7,53000,1,1,3,550000,13.2176735572087,0,7571.42857142857,206
11,99000,2,2,1,420000,12.9480099902596,0,9000,292
13,149728.625,2,2,2,145000,11.8844890214027,0,11517.5865384615,219
5,16000,1,1,2,3550000,15.0824581614516,0,3200,356
8,90000,1,1,2,360000,12.7938593104323,0,11250,193
7,33555,1,1,2,499555,13.1214729811192,0,4793.57142857143,190
5,70000,2,2,1,730000,13.5007998131246,0,14000,93
15,43256,2,2,3,290000,12.5776362019627,0,2883.73333333333,219
2,53000,2,1,2,1121000,13.9297317020543,0,26500,199
14,99000,2,2,1,285000,12.5602444592508,0,7071.42857142857,218
3,31527,1,2,1,5600000,15.5382771557054,1,10509,142
10,68000,1,2,1,1549000,14.253120119399,1,6800,19
10,149728.625,1,2,1,1225000,14.018451401961,0,14972.8625,363
16,89000,1,1,2,120000,11.6952470217642,0,5562.5,185
6,29295,1,2,3,530000,13.1806322855283,0,4882.5,71
9,63007,2,1,3,650000,13.3847276418718,0,7000.77777777778,74
10,61000,1,1,3,380000,12.8479265317026,0,6100,193
6,45000,1,2,1,6999999,15.7614205641624,1,7500,260
6,89124,1,2,3,485000,13.0919041699196,0,14854,193
12,76000,2,2,2,190000,12.1547793511426,0,6333.33333333333,103
12,83000,2,2,3,149000,11.9117015849276,0,6916.66666666667,112
10,73000,2,2,3,530000,13.1806322855283,0,7300,104
8,91000,2,2,2,421000,12.9503881126645,0,11375,226
7,46868,1,2,3,724999,13.4939255545255,0,6695.42857142857,358
7,71000,2,2,1,870000,13.6762484906308,0,10142.8571428571,165
6,62000,1,2,3,615000,13.3293775467887,0,10333.3333333333,218
15,28,1,2,2,105000,11.5617156291397,0,1.86666666666667,103
10,80000,1,2,1,1395000,14.1484049732376,1,8000,247
10,92000,2,1,2,295000,12.594730635322,0,9200,226
10,79000,2,2,2,325000,12.6915804613119,0,7900,226
9,80000,1,2,1,1340000,14.1081801719271,0,8888.88888888889,283
2,34000,1,1,1,4400000,15.2971150988885,0,17000,363
4,149728.625,2,1,1,995000,13.8104980161407,0,37432.15625,165
4,69000,2,1,2,675000,13.4224679698547,0,17250,339
5,44500,1,2,2,820000,13.6170596192404,0,8900,118
10,74000,1,1,1,2250000,14.6264407741806,0,7400,126
5,40000,2,1,3,765000,13.5476311128087,0,8000,380
9,111000,2,2,1,750000,13.5278284855125,0,12333.3333333333,365
3,70000,2,1,3,615000,13.3293775467887,0,23333.3333333333,311
7,64000,1,2,1,585000,13.279367126214,0,9142.85714285714,36
5,42000,2,2,2,555000,13.2267233927286,0,8400,71
9,60000,1,2,2,325000,12.6915804613119,0,6666.66666666667,193
3,31000,1,2,3,840000,13.6411571708195,0,10333.3333333333,81
1,27000,1,1,2,670000,13.4150329913671,0,27000,349
4,120000,2,2,2,875000,13.6819791653398,0,30000,199
3,47000,1,1,1,1175000,13.9767787055604,0,15666.6666666667,327
13,30,1,1,2,195000,12.1807548375459,0,2.30769230769231,104
10,90000,2,2,1,515000,13.1519221796459,0,9000,82
3,55000,2,1,2,621000,13.3390863609156,0,18333.3333333333,101
9,72000,1,1,1,1651000,14.3168917229023,1,8000,253
15,50000,1,1,2,35000,10.4631033404715,0,3333.33333333333,103
13,20,1,2,3,150000,11.9183905730784,0,1.53846153846154,212
3,40000,1,1,3,625000,13.3455069287185,0,13333.3333333333,311
6,133000,1,1,1,1650000,14.3162858458768,0,22166.6666666667,366
4,80000,1,1,2,560000,13.2356920627113,0,20000,226
10,70000,1,1,3,390000,12.8739020181058,0,7000,100
5,63988,1,1,1,3100000,14.9469126694554,1,12797.6,62
11,52000,1,1,3,440000,12.9945300058944,0,4727.27272727273,385
7,43000,1,2,1,2950000,14.897315728316,1,6142.85714285714,8
8,65000,1,1,3,695000,13.4516671245469,0,8125,118
17,80000,1,1,2,165000,12.0137007528827,0,4705.88235294118,357
11,80000,2,1,2,245000,12.4090134895269,0,7272.72727272727,186
8,80000,2,2,3,125000,11.7360690162844,0,10000,337
5,33500,1,1,1,1850000,14.4306961970545,1,6700,252
14,96000,1,2,2,275000,12.5245263766487,0,6857.14285714286,74
12,74000,2,1,3,320000,12.6760762747759,0,6166.66666666667,219
10,107000,2,2,1,4e+05,12.8992198260901,0,10700,93
11,85000,1,2,1,575000,13.2621253197795,0,7727.27272727273,322
5,98250,2,2,1,550000,13.2176735572087,0,19650,224
3,69052,2,2,3,577000,13.2655975454902,0,23017.3333333333,71
4,69000,2,2,2,475000,13.0710700830168,0,17250,311
6,70150,1,2,2,281111,12.5465048881105,0,11691.6666666667,187
1,21000,1,1,3,1699999,14.346138220791,0,21000,90
14,140000,2,2,1,773000,13.5580343275696,0,10000,363
2,65000,1,1,2,498000,13.1183553560068,0,32500,349
14,80000,2,2,2,125000,11.7360690162844,0,5714.28571428571,212
4,62000,2,1,2,410000,12.9239124386805,0,15500,198
13,90401,2,2,3,330000,12.7068479334427,0,6953.92307692308,218
1,20600,2,1,1,1250000,14.0386541092785,0,20600,136
7,60000,2,1,1,885000,13.6933429239901,0,8571.42857142857,165
12,128835,2,1,3,155000,11.9511803959014,0,10736.25,185
6,83000,2,1,3,670000,13.4150329913671,0,13833.3333333333,85
8,149728.625,2,2,1,499999,13.1223613774023,0,18716.078125,380
13,1e+05,2,2,1,295000,12.594730635322,0,7692.30769230769,104
13,56000,2,1,3,175000,12.0725412529057,0,4307.69230769231,103
8,59000,1,2,3,279000,12.5389670608035,0,7375,119
9,149728.625,2,1,1,1330000,14.1006895001979,0,16636.5138888889,365
7,68000,1,1,1,1499999,14.2209749994056,0,9714.28571428571,383
12,90000,2,2,3,135000,11.8130300574206,0,7500,51
7,78197,2,1,1,950000,13.7642172635767,0,11171,165
15,75000,1,2,2,450000,13.0170028617465,0,5000,358
14,75000,2,2,1,290000,12.5776362019627,0,5357.14285714286,36
3,65000,2,2,1,875000,13.6819791653398,0,21666.6666666667,152
13,48000,2,2,1,95000,11.4616321705827,0,3692.30769230769,332
7,53000,2,2,2,450000,13.0170028617465,0,7571.42857142857,100
1,22000,2,1,3,775000,13.5606183083355,0,22000,104
7,98000,1,2,1,3e+06,14.9141228466324,1,14000,394
2,39000,1,1,3,5800000,15.5733684755166,0,19500,132
2,80000,1,2,2,1125000,13.9332935936207,0,40000,199
4,76108,1,1,1,1345000,14.1119045710181,0,19027,171
3,89500,1,2,2,551521,13.2204351949199,0,29833.3333333333,89
6,90000,2,1,1,525000,13.1711535415738,0,15000,215
4,60000,1,1,1,6891000,15.7457267703393,1,15000,29
10,106000,2,2,2,280000,12.5425448821514,0,10600,226
6,70000,1,1,1,949999,13.7642162109446,0,11666.6666666667,118
6,90000,2,1,1,1299000,14.0771052956527,0,15000,165
2,7000,1,1,1,1620000,14.2979367072086,0,3500,171
6,10000,2,2,3,421000,12.9503881126645,0,1666.66666666667,100
8,86000,2,1,2,230000,12.3458345879053,0,10750,186
13,65000,2,1,2,240000,12.3883942023241,0,5000,103
3,22000,2,1,3,660000,13.3999951140026,0,7333.33333333333,190
6,85400,1,1,1,470000,13.0604879736862,0,14233.3333333333,374
7,82010,2,2,2,370000,12.8212582846204,0,11715.7142857143,349
5,59000,1,2,3,1350000,14.1156151504146,0,11800,130
10,75666,2,2,2,590000,13.2878778158819,0,7566.6,199
4,63000,2,2,2,475000,13.0710700830168,0,15750,226
8,107000,2,1,1,420000,12.9480099902596,0,13375,157
3,37000,1,1,2,430000,12.9715404876697,0,12333.3333333333,198
2,88392,2,2,2,920000,13.7321289490252,0,44196,199
6,91000,1,1,1,660000,13.3999951140026,0,15166.6666666667,218
9,114000,1,2,3,375000,12.8346813049525,0,12666.6666666667,193
13,68000,1,2,3,9e+05,13.7101500423064,1,5230.76923076923,243
12,84000,2,1,2,270000,12.5061772379805,0,7000,227
10,90220,1,1,1,1099999,13.9108198286773,0,9022,363
12,1,1,2,1,1075000,13.8878312195439,1,0.0833333333333333,6
13,106000,1,1,2,160000,11.982929094216,0,8153.84615384615,185
11,68000,1,2,3,1275000,14.0584567365747,1,6181.81818181818,247
9,40200,2,1,3,499000,13.1203613747337,0,4466.66666666667,380
8,90500,1,1,1,799999,13.5923657566493,0,11312.5,90
16,86000,2,2,2,145000,11.8844890214027,0,5375,218
6,67000,1,2,3,525000,13.1711535415738,0,11166.6666666667,190
8,67000,2,1,3,449000,13.0147781667244,0,8375,196
5,40860,1,1,2,775000,13.5606183083355,1,8172,61
12,90000,2,1,3,290000,12.5776362019627,0,7500,386
5,81520,1,1,2,360000,12.7938593104323,0,16304,198
5,52000,2,2,2,695000,13.4516671245469,0,10400,118
11,68000,2,2,2,379000,12.8452914840646,0,6181.81818181818,104
8,43000,1,1,3,2900000,14.8802212949567,1,5375,243
12,60000,1,2,2,321000,12.6791964021122,0,5000,74
1,30000,2,1,2,765000,13.5476311128087,0,30000,218
11,65000,1,1,3,349000,12.7628272011846,0,5909.09090909091,386
7,93000,2,2,1,6e+05,13.3046849341983,0,13285.7142857143,196
6,149728.625,2,1,1,250000,12.4292161968444,0,24954.7708333333,354
16,70000,1,2,1,1e+06,13.8155105579643,1,4375,262
1,35000,1,2,2,510000,13.1421660047005,0,35000,198
7,84127,2,1,3,375000,12.8346813049525,0,12018.1428571429,227
5,37000,1,2,3,935000,13.7483018082708,0,7400,74
7,58000,2,1,1,555000,13.2267233927286,0,8285.71428571429,303
4,61000,1,1,2,561000,13.2374761845048,0,15250,350
11,70000,2,2,3,220000,12.3013828253345,0,6363.63636363636,227
22,51000,2,1,3,78000,11.2644641056717,0,2318.18181818182,183
27,149728.625,2,2,1,190000,12.1547793511426,0,5545.50462962963,156
2,17000,2,1,3,745000,13.5211394973617,0,8500,285
9,72000,1,2,3,367000,12.8131171270367,0,8000,193
14,82000,2,1,1,135000,11.8130300574206,0,5857.14285714286,331
3,20121,2,2,3,665000,13.407542319638,0,6707,101
